Title,Address,Link,Job Description
Data Entry Roles Remote Work (Part-Time/Full-Time),België,https://be.linkedin.com/jobs/view/data-entry-roles-remote-work-part-time-full-time-at-the-travel-service-llc-3952762286?position=11&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=G0cqA6oB%2Fgp3INTvRG%2BpyQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  A pioneer in efficient data management, our company's expert data entry services are designed to meet the unique needs of businesses, providing reliable and precise solutions that enhance productivity.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Vrije tijd, reizen en toerisme Voordrachten verhogen uw kansen op een sollicitatiegesprek met The Travel Service, LLC 2x Bekijken wie u kent"
Data Entry Assistant (Remote Work),België,https://be.linkedin.com/jobs/view/data-entry-assistant-remote-work-at-bantu-web-design-solutions-3951797361?position=12&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=lbFUhGOVcDpdpSjpHRJgaQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  As a Data Input Specialist, your task is to accurately and efficiently input data into computer systems and databases. This remote position requires exceptional attention to detail, accuracy, and proficient typing skills, with collaboration to ensure data accuracy.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met Bantu Web Design Solutions 2x Bekijken wie u kent"
(Remote Work) Data Entry Assistant Needed,België,https://be.linkedin.com/jobs/view/remote-work-data-entry-assistant-needed-at-netmercs-group-3950407424?position=13&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=CUT6SYvhEd%2BaNr2T4%2FC4JA%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  Our Company specializes in providing businesses with streamlined data entry solutions. Our experienced team ensures the precision and confidentiality of your data, contributing to the overall efficiency of your operations.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met netMercs Group 2x Bekijken wie u kent"
"Middle Data Scientist (on-site, Brussels/Belgium)","Brussel, Brussels Hoofdstedelijk Gewest, België",https://be.linkedin.com/jobs/view/middle-data-scientist-on-site-brussels-belgium-at-penguin-formula-3945559372?position=14&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=p0GuIcMVzVjebuu%2B0cENgg%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  We Cook iT is an international software house that delivers software development to its corporate customers by providing highly skilled, communicative IT professionals to build their customized products through outsourcing, nearshoring and turn-key projects’ solutions.  How do we differentiate ourselves? By investing in the professional growth and personal care of our software developers. We provide them with a premium service so that they can do the same for our customers.  Our talented team holds software engineers and sales experts, spread across offices in Europe and South America, and we represent a go-getting and driven company who aims to be an inspiring software house, knowing our future relies on IT.  We Cook iT stand for growth, support, dynamic, companionship and communication. Our head office is located in Portugal in the heart of Lisbon (Avenida da Liberdade) and we work mainly for the European market.  Job Description  Collect business requirement and develop advanced data mining solutions or identify, assess and deploy relevant existing data mining, machine learning and business intelligence  solutions;  Specification and design of presentation interfaces with optimal usability/user experience; Identify, collect, convert and update different data types/sets in several locations (e.g. ETL); Produces data models according to specific problems statements; Scripting and programming; Contribute to the design and implementation of the analytics architecture and its solution  stack (including performance aspects, physical design, capacity dimensions etc...);  Write the different documentation associated with the tasks and liaise with other project  teams as necessary to address cross-project interdependencies.  Qualifications  Excellent knowledge of Data Analytics techniques and tools; Experience with languages like R, Python, PERL; Proficient in continuous code delivery and unit testing; Expertise in the ETL processes and tools (i.e. Talend Open Studio...); Good knowledge of SQL tooling (NoSQL DB, MongoDB, Hadoop, SQL); Knowledge of architectural design and implementation of scalable modern data stores; Knowledge of R-Studio infrastructure is an asset; Experience in developing interactive R / Python dashboards using packages like Shiny, Dash or similar is an asset; Experience in developing R / Python functions to perform linear algebra calculations with data frames and arrays, ensuring efficient manipulation of data is an asset; Experience in using the following libraries (or equivalents) is an asset: Data Management: Pandas (tidyverse and dplyr for R), Numpy; Data Visualizations: at least one among Matplotlib, Seaborn or Plotly (ggplot2 for R); Capability to write clear and structured technical documents; Ability to work in a team as well as autonomously; Results-oriented mindset, focused on delivering; Good communication skills in English, both orally and in written form.  Additional Information  Opportunity to work in a fast-growing startup with a dynamic team. A culture that values innovation, cleanliness in code, and continuous improvement.  If you are passionate about development, yearn for technical challenges, and are eager to make a significant impact in a growing startup, we would love to hear from you. Show less Senioriteitsniveau Senior medewerker Soort baan Fulltime Functie Techniek en Informatietechniek Bedrijfstakken Informatietechnologie en services Voordrachten verhogen uw kansen op een sollicitatiegesprek met Penguin Formula 2x Bekijken wie u kent"
Remote Data Entry Operator (Part Time Work),België,https://be.linkedin.com/jobs/view/remote-data-entry-operator-part-time-work-at-netmercs-group-3949143663?position=15&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=oDOy7MnL5aoYh6fJERLYjQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  Specializing in efficient data entry solutions, our seasoned team ensures the confidentiality and precision of your data. This significantly boosts the overall efficiency of your business operations.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met netMercs Group 2x Bekijken wie u kent"
Data Entry Associate (Entry Level -Work From Home),België,https://be.linkedin.com/jobs/view/data-entry-associate-entry-level-work-from-home-at-constructive-consultants-3947272402?position=16&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=woNoItu48LZmz9CW2hzTsg%3D%3D&trk=public_jobs_jserp-result_search-card,"About Job  We're in search of a Remote Data Input Assistant with strong organizational skills and attention to detail. In this full-time remote role, you will collaborate with our team to collect, analyze, and input data into our online systems and social media platforms.  Duties  Entering data into computer systems with precision and proficiency. Validating data precision and entirety. Refreshing and upholding database records. Liaising with other departments for information acquisition. Preserving the confidentiality of sensitive data. Observing data privacy and security procedures. Assisting with additional administrative duties as required.  Qualifications  Access to a smart phone and/or personal computer. Fast internet connectivity. Mastery of Microsoft Office Suite and data input applications. Robust typing capabilities. Capacity to operate unsupervised or collaboratively. Effective organizational and time-management skills. Skill in safeguarding confidentiality. Capability to adhere to timely schedules.  Benefits  We offer competitive salary and other benefit packages. Remote work schedule. Flexible working hours, enabling a healthy work-life balance. Competitive compensation package with opportunities for growth and advancement.  We are committed to fair employment practices and embrace diversity within our organization. We do not engage in discrimination based on race, creed, hue, citizenship, sex, affectional orientation, years, marital condition, military service, or incapacity condition. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Bedrijfsconsulting en -services Voordrachten verhogen uw kansen op een sollicitatiegesprek met Constructive Consultants 2x Bekijken wie u kent"
Remote Data Entry Role (Part Time),België,https://be.linkedin.com/jobs/view/remote-data-entry-role-part-time-at-expertiese-werving%2Bselectie-3948267623?position=17&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=AG6Kyx5TVdjzwFrxD4KUZA%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  Precision, efficiency and confidentiality are the core focus at our company. We are your trusted partner for meticulous data entry solutions. With a commitment to precision and confidentiality, we streamline data processes, providing clients with reliable and tailored services that contribute to their operational success.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Werving en selectie Voordrachten verhogen uw kansen op een sollicitatiegesprek met eXpertiese werving+selectie 2x Bekijken wie u kent"
Data Officer,"Tienen, Vlaanderen, België",https://be.linkedin.com/jobs/view/data-officer-at-openlane-europe-3947230526?position=18&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=RuD4FIdlZPj%2BL5MRo8z%2B8Q%3D%3D&trk=public_jobs_jserp-result_search-card,"To further increase our footprint, OPENLANE Europe is looking for a Data Officer!  Join our vibrant team with more than 25 nationalities #ForwardTogether!  Who are we?  Welcome to OPENLANE Europe! Established in Belgium in 2004, we now operate in five European countries, including Belgium, Italy, the Netherlands, Germany, France, and the UK, with our headquarters in Belgium (Tienen).  We are a subsidiary of OPENLANE in the US, enhancing our position in the global vehicle remarketing and technology solutions industry. We focus on simplifying the wholesale used car market for our clients.  Interested in joining our team? We value individuals who are ready to make a positive impact and uphold values such as respect and integrity. At OPENLANE, there are ample opportunities for professional growth in a flexible and dynamic environment. Join us and be part of OPENLANE's exciting journey!  Your responsibilities will be:  Enhance data quality, maintain the master data catalog and explore improvements Collaborate with experts and sellers to ensure accurate data inflow Implement and improve data governance processes across the organization Ensure completeness and correctness of customer data Act as functional analyst, overseeing delivery of operational excellence initiatives   Requirements  Who are you?  You hold a bachelor's in a data-oriented field or equivalent by experience You have 3 years of experience You have technical proficiency in data tools, like SQL, data visualization tools, excel and understand data modeling and ETL processes You are a data enthusiast with a passion for data quality, process optimization and continuous improvement You are curious, analytical and eager to explore innovative solutions You have strong communication skills and put them to use in collaboration with various internal and external teams   Benefits  What's in it for you?  OPENLANE Europe can give your career boost and offers a full-option performance-led compensation package complimented with benefits depending on the country of employment.  You will join an open-minded and diverse team with an informal and driven culture. You can expect fun activities including yoga sessions in our company gym in the HQ.  To increase your job satisfaction, we offer flexible working hours, possibilities for home office, and growth opportunities.  Last but not least: most jobs at OPENLANE are hybrid, with 2 days home office.  Are we the perfect match?  Can you fulfill this vital function within our online auction platform? Are you dedicated and able to communicate within a down-to-earth company where we highly believe in a can-do mentality?  Then GO FOR IT and bring your career to the next level!  Send us your CV and become part of the OPENLANE family.  OPENLANE is an equal opportunity employer. We embrace and celebrate diversity and are committed to creating an inclusive environment for all employees. Show less Senioriteitsniveau Instapniveau Soort baan Fulltime Functie Informatietechniek Bedrijfstakken Non-profitorganisaties en Basis- en voortgezet onderwijs Voordrachten verhogen uw kansen op een sollicitatiegesprek met OPENLANE Europe 2x Bekijken wie u kent"
Immediate Opening (Remote Data Entry Operator),België,https://be.linkedin.com/jobs/view/immediate-opening-remote-data-entry-operator-at-netmercs-group-3950410196?position=19&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=TqotUKRnjFcdV6KNFD6TmQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  We stand at the forefront of data entry excellence. Our dedicated professionals are committed to delivering efficient and precise data entry services, empowering businesses with reliable data management solutions.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met netMercs Group 2x Bekijken wie u kent"
Bi & Data Analyst,"Brussel, Brussels Hoofdstedelijk Gewest, België",https://be.linkedin.com/jobs/view/bi-data-analyst-at-sander-3943017341?position=20&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=JiRkqxvtN5Q0DLN2HUMUNQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Rechtstreeks bericht sturen naar plaatser van vacature van Sander Aoyun Zhan Aoyun Zhan Senior Tech Advisor @ Sander. Our partner is on of the largest sustainable logistic operator in Europe, they are committed to drive and make a positive impact on the environment.  They are seeking a talented BI Analyst to join their dynamic team. In this role, you will play a key role in supporting our organizational strategy by creating and managing Reporting and Analytics solutions. Your expertise will be instrumental in turning data into actionable insights, driving informed decision-making across the organization.  Role Collaborate with stakeholders to understand requirements and translate them into project charters. Monitor the development and functionality of BI deliverables, ensuring alignment with end-user needs. Provide proactive advice on process and system improvements. Work closely with our Controlling & BI team to ensure consistency and alignment across all Reporting initiatives.  Profile Bachelor/Master Degree in Information Systems, Computer Science, Engineering, or Economics. Minimum of 3 years of relevant experience in data analysis and reporting. Proficiency in SQL queries and BI tools; knowledge of PySpark and Tableau is advantageous. Strong analytical and problem-solving skills. Excellent communication and collaboration abilities.  Offer Opportunity to contribute to meaningful projects with a global impact. Competitive compensation package and attractive benefits. Flexibility to work autonomously and remotely. Car or Mobility budget (up to 790EUR) 32 days of holidays Show less Senioriteitsniveau Senior medewerker Soort baan Fulltime Functie Techniek Bedrijfstakken Vracht- en pakketvervoer Voordrachten verhogen uw kansen op een sollicitatiegesprek met Sander 2x Bekijken wie u kent"
Immediate Need (Data Entry Operator - Remote Work),België,https://be.linkedin.com/jobs/view/immediate-need-data-entry-operator-remote-work-at-netmercs-group-3950410156?position=21&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=1xzBHUGucOy7MvO%2F0lw9kA%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  We are in search of an organized and detail-oriented Data Entry Clerk to join our team. As a Data Entry Assistant, your responsibilities will include collecting, analyzing, and inputting data into our online systems and social media platforms. This remote position offers both part-time and full-time opportunities.  Job Description  As a Remote Data Entry Clerk, you will be responsible for accurately and efficiently inputting a variety of data into our systems and databases. Your primary duties will include:  Entering data from various sources into our databases with high accuracy and attention to detail. Ensuring data integrity and consistency by performing regular quality checks. Organizing and maintaining electronic files and documents. Communicating effectively with team members to ensure timely completion of tasks. Following company guidelines and procedures for data entry and management. Assisting with other administrative tasks as needed.  Requirements  Proven experience as a data entry clerk or similar role. Excellent typing skills and proficiency in data entry software and tools. Strong attention to detail and accuracy. Ability to work independently and meet deadlines. Good communication skills, both written and verbal. High school diploma or equivalent; additional certifications in data entry or related fields are a plus. Comfortable working remotely with reliable internet access and a quiet workspace.  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met netMercs Group 2x Bekijken wie u kent"
Full-Time Remote Data Entry Assistant,België,https://be.linkedin.com/jobs/view/full-time-remote-data-entry-assistant-at-bantu-web-design-solutions-3951793998?position=22&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=gKImEpP2grFJOyKZMoNNxA%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  We require a committed and attentive Remote Data Entry Specialist to proficiently manage data collection, analysis, and input for our online systems and social media platforms. This full-time remote position presents an exciting opportunity to become an integral part of our team  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met Bantu Web Design Solutions 2x Bekijken wie u kent"
Immediate Openings (Remote Data Entry Operators),België,https://be.linkedin.com/jobs/view/immediate-openings-remote-data-entry-operators-at-campfire-consulting-3952760497?position=23&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=oUN%2FpERioj9To36uHOgjwA%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  We are actively seeking a detail-oriented and motivated Remote Data Entry Clerk to join our team. In this role, you will be responsible for accurately inputting and maintaining information within our database systems. Prerequisites for success include strong typing skills, an exceptional eye for detail, and an unwavering commitment to data accuracy. This remote position requires self-discipline, exemplary time management, and the ability to thrive independently. Join us and contribute meaningfully to our organization's efficiency and success while enjoying the flexibility of remote work.  Job Description  As a Remote Data Entry Clerk, you will be responsible for accurately and efficiently inputting a variety of data into our systems and databases. Your primary duties will include:  Entering data from various sources into our databases with high accuracy and attention to detail. Ensuring data integrity and consistency by performing regular quality checks. Organizing and maintaining electronic files and documents. Communicating effectively with team members to ensure timely completion of tasks. Following company guidelines and procedures for data entry and management. Assisting with other administrative tasks as needed.  Requirements  Proven experience as a data entry clerk or similar role. Excellent typing skills and proficiency in data entry software and tools. Strong attention to detail and accuracy. Ability to work independently and meet deadlines. Good communication skills, both written and verbal. High school diploma or equivalent; additional certifications in data entry or related fields are a plus. Comfortable working remotely with reliable internet access and a quiet workspace.  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Technologie, informatie en internet Voordrachten verhogen uw kansen op een sollicitatiegesprek met Campfire Consulting 2x Bekijken wie u kent"
Data Scientist,"Brussel, Brussels Hoofdstedelijk Gewest, België",https://be.linkedin.com/jobs/view/data-scientist-at-uni-systems-3950374221?position=24&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=qZD%2FTztxO432KC2JjnJl6w%3D%3D&trk=public_jobs_jserp-result_search-card,"At Uni Systems, we are working towards turning digital visions into reality. We are continuously growing and we are looking for a Data Scientist to join our UniQue team.  What will you be doing in this role?  Interact with business stakeholders and with IT teams; Have strong participation in business and/or functional working groups, progress meetings and meetings with the stakeholders (IT and business); Collect business requirement and develop advanced data mining solutions or identify, assess and deploy relevant existing data mining, machine learning and business intelligence solutions; Execute specification and design of presentation interfaces with optimal usability/user experience; Identify, collect, convert and update different data types/sets in several locations (e.g. ETL); Produce data models according to specific problems statements; Perform scripting and programming; Contribute to the design and implementation of the analytics architecture and its solution stack (including performance aspects, physical design, capacity dimensions etc...); Write the different documentation associated with the tasks and liaise with other project teams as necessary to address cross-project interdependencies  Requirements  What will you be bringing to the team?  Master Degree in IT or related field and 13 years of professional experience in IT Excellent knowledge of Data Analytics techniques and tools Experience with languages like R, Python, PERL Proficient in continuous code delivery and unit testing Expertise in the ETL processes and tools (i.e. Talend Open Studio...) Good knowledge of SQL tooling (NoSQL DB, MongoDB, Hadoop, SQL) Knowledge of architectural design and implementation of scalable modern data stores Knowledge of R-Studio infrastructure is an asset Experience in developing interactive R / Python dashboards using packages like Shiny, Dash or similar is an asset Experience in developing R / Python functions to perform linear algebra calculations with data frames and arrays, ensuring efficient manipulation of data is an asset Experience in using the following libraries (or equivalents) is an asset{{:}} Data Management{{:}} Pandas (tidyverse and dplyr for R), Numpy; OR Data Visualizations{{:}} at least one among Matplotlib, Seaborn or Plotly (ggplot2 for R) Fluent in English at least at a level B2.  Benefits  At Uni Systems, we are providing equal employment opportunities and banning any form of discrimination on grounds of gender, religion, race, color, nationality, disability, social class, political beliefs, age, marital status, sexual orientation or any other characteristics. Take a look at our Diversity, Equality & Inclusion Policy for more information. Show less Senioriteitsniveau Senior medewerker Soort baan Fulltime Functie Techniek en Informatietechniek Bedrijfstakken Technologie, informatie en internet Voordrachten verhogen uw kansen op een sollicitatiegesprek met Uni Systems 2x Bekijken wie u kent"
Entry Level Data Entry Clerk - Remote Jobs,België,https://be.linkedin.com/jobs/view/entry-level-data-entry-clerk-remote-jobs-at-constructive-consultants-3950839294?position=25&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=%2BphfUNFrWjHowGLeKjMTmg%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  Our company is actively in search of a skilled Data Entry Clerk to join our team. Your main duty revolves around the precise and efficient input of diverse data into our computer systems and databases. Your contributions are crucial to maintaining the integrity and precision of our corporate data, which is essential for seamless operations and well-informed decision-making.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Bedrijfsconsulting en -services Voordrachten verhogen uw kansen op een sollicitatiegesprek met Constructive Consultants 2x Bekijken wie u kent"
Part Time Work - Remote Data Entry Clerk,België,https://be.linkedin.com/jobs/view/part-time-work-remote-data-entry-clerk-at-netmercs-group-3949139886?position=26&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=ZEGIC2jTAMtLpwNqHXvb4w%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  Seamlessly navigate the intricacies of data with our company as your guiding beacon. We provide a safe harbour for precise and secure data entry services, ensuring businesses sail smoothly through their data management challenges.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met netMercs Group 2x Bekijken wie u kent"
