Title,Address,Link,Job Description
Data scientist,"Antwerp, Flemish Region, Belgium",https://be.linkedin.com/jobs/view/data-scientist-at-select-hr-3591840814?position=15&pageNum=0&refId=XC0%2Bc5SKco8YdZeY7%2FIjnA%3D%3D&trackingId=VKwMUe1dJ6l%2BgaXwpmG3qg%3D%3D&trk=public_jobs_jserp-result_search-card,"Functieomschrijving  The data analysts in each department are close to the daily need for data analysis and solutions. They rely however on you as data scientist for the larger projects which require a statistical and/or data modelling approach. Once the algorithms are developed and deployed, the data analysts act as single point of contact and take over operational responsibility, while you remain owner of the algorithm design. In the collaboration with universities, you will ensure that the algorithms developed in a PhD are useful and can be further developed in the team to be eventually deployed. You will take a leading role in increasing the competence and capability of the groups of data analysts and data scientists to successfully deliver data driven insights and models. You will organize trainings, host community best practice sessions, hang-outs to learn the broader business context, workshops to conclude on standards and best practices, etc. You will mentor junior data analysts and data scientists setting their first steps on the analytical ladder. Some basic understanding of project management will also help to manage your research projects well. The team is currently using a combination of SAS and R/Python flows in databricks.  Profiel To accomplish this role, a master’s degree in Engineering (Computer science, Big Data Analytics, Artificial Intelligence) or in Statistics, problem solving skills, professional experience in data analytics and an affinity to an industrial B2B market will help you. High self-motivation, an innovative mindset and accountability are key for success.  Organisatie- en afdelingomschrijving  Our client, located in Antwerp, is a global and diverse Group of many strong brands and counts around 34 000 employees representing different cultures in more than 180 countries.  Aanbod  A competitive salary The opportunity to grow and learn Flexibility to find an optimal work life balance Deze functie staat open voor iedereen. Ongeacht gender, seksuele geaardheid, origine, filosofische of religieuze overtuiging, leeftijd of handicap. Show less Seniority level Entry level Employment type Full-time Job function Engineering and Information Technology Industries Human Resources Services Referrals increase your chances of interviewing at Select HR by 2x See who you know"
Assistant Brand Manager Internship,"Brussels, Brussels Region, Belgium",https://be.linkedin.com/jobs/view/assistant-brand-manager-internship-at-jde-peet-s-3892438967?position=16&pageNum=0&refId=XC0%2Bc5SKco8YdZeY7%2FIjnA%3D%3D&trackingId=C%2FjlSZ9YGcOI1MxV8S38Yg%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  Jacobs Douwe Egberts (JDE) is the world's leading pure-play coffee and tea company. For more than 265 years, JDE has been inspired by the belief that it’s amazing what can happen over a cup of coffee. Today, JDE unleashes the possibilities of coffee and tea in more than 100 countries, through a portfolio of over 50 brands including Douwe Egberts, L’OR, Jacobs, Senseo, Tassimo, OldTown, Super, Pickwick and Moccona.  Role  We're looking for a Assistant Brand Manager intern to strengthen our team in Brussels. In this role you will work on a set of different global and local brands within the portfolio (SENSEO®, L’Or , Douwe Egberts, Jacqmotte ). Interns at JDE get an in depth understanding of the marketing industry while learning from reputable marketing professionals. You will provide support for the marketing team including:  Working with agencies on the development of marketing materials to support new products & campaigns; Packaging design development and follow up internal processes for product launch; Create and update market reports, based on the development of the market; analyze market trends and brand performance through retail and household panel data (Nielsen & GfK); Support digital marketing and media activities; Create marketing presentations and present to different departments; Take care of the daily portfolio management  Qualifications  If you’re brimming with entrepreneurial spirit and a drive to succeed, you’ll fit right in at JDE. Working globally and locally, our Associates have been positively influencing the world of coffee for over 250 years. We love people who are not afraid to try, and who try until they get it right. We value strong convictions and encourage debate. And all this in an open, friendly environment where you can approach anyone and grow any way you like.  Skills  For this role as an Assistant Brand Manager Intern, we’re looking for someone who has the following skills and experience:  You’re about to graduate as a Business School student with a Bachelor degree Good communication skills; Good analytical skills; Hands on mentality; Experience with MS Microsoft programs; Fluent in English, French and/or Dutch mandatory; You’re interested in the coffee and tea business; You’re available from September 2024 onwards for a period of 5 to 6 months  Additional Information  We are proud of our passionate, driven associates that challenge the status quo and pursue mastery in everything they do. Our goal is simple and ambitious –JACOBS DOUWE EGBERTS: A coffee for every cup.  Working with us means you’ll be making an impact in a fast-paced, collaborative environment. We work as a team, celebrating success and supporting one another. Our associates work with a diverse group of like-minded people, in an innovative environment committed to doing the right thing –all across the world. What you do here will get noticed. Show less Seniority level Internship Employment type Internship Job function Marketing Industries Consumer Goods Referrals increase your chances of interviewing at JDE Peet's by 2x See who you know"
BI Consultant,Brussels Metropolitan Area,https://be.linkedin.com/jobs/view/bi-consultant-at-kpmg-belgium-3920878006?position=17&pageNum=0&refId=XC0%2Bc5SKco8YdZeY7%2FIjnA%3D%3D&trackingId=lL2AR9HIfQU1q5CuQaUcAQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Important! We are looking for candidates with a strong knowledge of French/English or Dutch/English.  Working at KPMG Lighthouse will allow you to develop and extend your Bi, Data & AI related knowledge and network. You will find yourself surrounded by an exceptional peer group of over 40 data enthusiast. You will be able to work on data driven projects in various industries which will allow you to develop your skills and knowledge to the full extent.  You take part in BI & Analytics projects through their entire lifecycle. You handle multiple projects at the same time and communicate with all relevant project stakeholders. You mentor and provide guidance to graduates & junior staff in your area of expertise.  Skills & Qualifications You are interested in the bigger picture and able to think broader than your own capabilities. You’re able to connect with the right complimentary people in KPMG to tackle new and complex business problems. You are an enthusiastic, driven and proactive person. You have min. 3 years of BI & Analytics experience with a professional services firm, an internal strategy/analytics group or similar environment. You have solid experience in Power BI and/or Tableau. You are fluent in Dutch and English (spoken and written), knowledge of French is a plus.  You get bonus points if you have experience with : Microsoft BI (SSIS, SSRS, SSAS) and SQL Server / Transact SQL Azure: Synapse Analytics, Azure Analysis Services, Azure Data Factory,… Talend, Alteryx Qlik, Board Augmented Analytics (Thoughtspot) & Process Mining (Celonis, Disco, PAFnow)  We offer: A corporate culture in which personal growth, mutual trust and lifelong learning are being fostered. An inclusive workspace that encourages diversity and pursues mutual respect for each other’s beliefs and background. Professional experiences in an international and dynamic working environment with inspiring colleagues. Flexible, hybrid work arrangements to enable working on different locations: home office, on-site or on the go. A wide range of teambuilding activities and social events that enable new joiners to meet colleagues within the wider KPMG community and have some fun along the way.  #businessintelligence #bi #bianalytics #technology #lighthouse #Lighthouse #BusinessIntelligence Show less Seniority level Mid-Senior level Employment type Full-time Job function Engineering, Analyst, and Information Technology Industries Business Consulting and Services Referrals increase your chances of interviewing at KPMG Belgium by 2x See who you know"
Data Analyst,Brussels Metropolitan Area,https://be.linkedin.com/jobs/view/data-analyst-at-cream-consulting-3924522433?position=18&pageNum=0&refId=XC0%2Bc5SKco8YdZeY7%2FIjnA%3D%3D&trackingId=RCBUK6eaNWWDUE7taCLHew%3D%3D&trk=public_jobs_jserp-result_search-card,"Direct message the job poster from Cream Consulting Marie Aimée Laugier Marie Aimée Laugier Talent Acquisition Specialist - Cream Consulting WHAT IS CREAM ALL ABOUT? We could be a Cream Factory, a cooking blog or even a detective agency…but in reality, we are a consulting company in Business & Technology active in large organizations and industry leaders in Banking, Insurance, Telecom, Energy, Pharmaceutical & Transport.  CREAM’S SPECIAL RECIPE: 1/3 of Personal development 1/3 of Collective Intelligence 1/3 of Intrapreneurship And Bonus ingredient: … Some passionate colleagues :-)  WHAT IS A DATA ANALYST AT CREAM? As Benjamin, Data Analyst, you participate in the construction of the data strategy of our clients. You have a key role by helping them to deliver valuable insight based on their data. You are part of a challenging and multidisciplinary team.  YOUR TASKS : You understand the business request You dive into a large amount of data : Collecting and interpreting data Analyzing results Identifying patterns and trends in data sets Producing strategic data analysis and reporting to the business You contribute to the selection and implementation of the different data analysis tools In the end, you help the business to optimize the use of their data HOW WE IMAGINE OUR FUTURE CONSULTANT: You have at least 1-year experience in data analysis You are passionate about data and you bring out concrete analysis to help the business You are used to work with different data tools such as SQL, SAS, Python, R, Tableau, QlikView, PowerBI, … You have an analytical mind and inclination for problem-solving You pay attention to details You are fluent in French and English; good knowledge of Dutch is an asset  WHY SHOULD YOU TASTE CREAM/THE LIME FLAVOR? A broad diversity of career options, you’re not stuck in a box You evolve in a learning environment where you can challenge your knowledge with your colleagues You grow in a company that is at the leading edge of technology You have the opportunity to bring new ideas to develop a thriving company We have values we share, live with and experiment every day We just hire great people and give them the playing field to become awesome!  ""THE LITTLE THING THAT CAN MAKE THE DIFFERENCE, CREAM IS DEVELOPING A DIVERSITY PLAN AND WOULD LIKE THAT ALL ITS MEMBERS REFLECT THE SOCIETY IN ALL ITS DIVERSITY"" Show less Seniority level Mid-Senior level Employment type Full-time Job function Analyst, Consulting, and Information Technology Industries Business Consulting and Services and IT Services and IT Consulting Referrals increase your chances of interviewing at Cream Consulting by 2x See who you know"
Junior IT Business Analyst,"Brussels, Brussels Region, Belgium",https://be.linkedin.com/jobs/view/junior-it-business-analyst-at-eurofins-3908235528?position=19&pageNum=0&refId=XC0%2Bc5SKco8YdZeY7%2FIjnA%3D%3D&trackingId=Yyk8tfytaG5va%2FhnONo93g%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  Eurofins Scientific is an international life sciences company, providing a unique range of analytical testing services to clients across multiple industries, to make life and our environment safer, healthier and more sustainable. From the food you eat, to the water you drink, to the medicines you rely on, Eurofins laboratories work with the biggest companies in the world to ensure the products they supply are safe, their ingredients are authentic, and labelling is accurate.  Eurofins is dedicated to delivering testing services that contribute to the health and safety of society and the planet, and to its corporate responsibility to protect the environment and ensure diversity, equity, and inclusion across the entire network of Eurofins companies.  Job Description  How can you contribute?  Due to the increasing workload following Eurofins' growth, sales and production process standardization activities, we are looking for a Junior IT Business Analyst to join our ComLIMS team in Brussels responsible for an in-house developed application.  As a Junior IT Business Analyst within our ComLIMS Program, you will:  Collect, identify, analyse and formalise requirements from key stakeholders through workshops, emails, interviews, surveys, etc.; Writing of clear and well-structured specifications for new functionalities/projects, incl. mock-ups, workflows, UML models and service contracts, and align with key stakeholders on design proposals; Follow-up on projects from analysis to development and testing until release, incl. user story priority management, preparing and leading various scrum meetings, assisting developers and QA team members during the user story implementation phase and attending demo meetings; Collaborate with other business analysts in the team to successfully deliver complex projects, share knowledge, best practices and expertise; Actively participate and collaborate within the application’s international scrums teams; Assist with the qualification of releases in close cooperation with the Program's release manager and key stakeholders; Provide assistance to the second line support for the application Prepare and deliver presentations and training sessions on new features made available to end-users; Manage end-user documentation with a high-quality level: online help, release notes, customer forum, release presentations, etc.  #engineering #businessintelligence #businessanalyst #hiring  Qualifications  How can you contribute?  Due to the increasing workload following Eurofins' growth, sales and production process standardization activities, we are looking for a Junior IT Business Analyst to join our ComLIMS team in Brussels responsible for an in-house developed application.  As a Junior IT Business Analyst within our ComLIMS Program, you will:  Collect, identify, analyse and formalise requirements from key stakeholders through workshops, emails, interviews, surveys, etc.; Writing of clear and well-structured specifications for new functionalities/projects, incl. mock-ups, workflows, UML models and service contracts, and align with key stakeholders on design proposals; Follow-up on projects from analysis to development and testing until release, incl. user story priority management, preparing and leading various scrum meetings, assisting developers and QA team members during the user story implementation phase and attending demo meetings; Collaborate with other business analysts in the team to successfully deliver complex projects, share knowledge, best practices and expertise; Actively participate and collaborate within the application’s international scrums teams; Assist with the qualification of releases in close cooperation with the Program's release manager and key stakeholders; Provide assistance to the second line support for the application Prepare and deliver presentations and training sessions on new features made available to end-users; Manage end-user documentation with a high-quality level: online help, release notes, customer forum, release presentations, etc.  #engineering #businessintelligence #businessanalyst #hiring  Additional Information  A competitive salary package, including bonus and benefits; Extensive on-the-job coaching and training opportunities; Challenges within a multi-cultural and cross-regional team as part of the international and fast-growing Eurofins organization; A dynamic working environment with a good team spirit where personal development and growth are highly encouraged; Flexible working situation, with a mix of both remote & on-site work.  Your application:  As the role and Eurofins' IT Talent Acquisition team are international, please ensure to submit your application in English.  About the IT Program you will be involved in:  Eurofins' ComLIMS Program (ComLIMS is derived from Communication and Laboratory Information Management System) consists of two internally developed web applications and a range of additional services (reporting services, data services, Business Intelligence services), supporting our internal customers - the Eurofins laboratories worldwide - in their day-to-day activities related to sales and production processes of the analytical services offered to Eurofins customers. It is at the heart of the Eurofins strategy enabling efficient cross-selling between laboratories. Components of the Program and its data are used by a wide range of Eurofins applications making it a key Program within the international Eurofins Group.  We support your development! Do you feel you don’t match 100% of the requirements? Don’t hesitate to apply anyway! Eurofins companies are committed to supporting your career development.  We embrace diversity! The Eurofins network of companies believes in strength and innovation through diversity, being an Equal Opportunity Employer. We prohibit discrimination against employees or applications based on gender identity and/or expression, race, nationality, age, religion, sexual orientation, disability, and everything else that makes employees of Eurofins companies unique.  Sustainability matters to us!  We are well on our way to achieving our objective of carbon neutrality by 2025, through a combination of emission reduction and compensation initiatives. We encourage our laboratory leaders to make sustainable changes at their local level, and in addition to their initiatives we count on our dedicated carbon reduction team to help us to achieve this goal!  Find out more in our career page: https://careers.eurofins.com/  Company description: Eurofins Scientific is an international life sciences company, providing a unique range of analytical testing services to clients across multiple industries, to make life and our environment safer, healthier and more sustainable. From the food you eat, to the water you drink, to the medicines you rely on, Eurofins laboratories work with the biggest companies in the world to ensure the products they supply are safe, their ingredients are authentic and labelling is accurate.  The Eurofins network of companies believes that it is a global leader in food, environment, pharmaceutical and cosmetic product testing and in discovery pharmacology, forensics, advanced material sciences and agroscience contract research services. It is also one of the market leaders in certain testing and laboratory services for genomics, and in the support of clinical studies, as well as in biopharma contract development and manufacturing. It also has a rapidly developing presence in highly specialised and molecular clinical diagnostic testing and in-vitro diagnostic products.  In over 35 years, Eurofins has grown from one laboratory in Nantes, France to ca. 62,000 staff across a decentralised and entrepreneurial network of more than 900 laboratories in 62 countries. Eurofins companies offer a portfolio of over 200,000 analytical methods to evaluate the safety, identity, composition, authenticity, origin, traceability and purity of biological substances and products.  In 2023, Eurofins generated total revenues of EUR 6,515 million, and has been among the best performing stocks in Europe over the past 20 years. Show less Seniority level Entry level Employment type Full-time Job function Information Technology Industries Biotechnology Research Referrals increase your chances of interviewing at Eurofins by 2x See who you know"
Data Scientist,"Brussels, Brussels Region, Belgium",https://be.linkedin.com/jobs/view/data-scientist-at-exsolv%C3%A6-3914408138?position=20&pageNum=0&refId=XC0%2Bc5SKco8YdZeY7%2FIjnA%3D%3D&trackingId=aE1cpw9muEdjJ83%2BXQWcXg%3D%3D&trk=public_jobs_jserp-result_search-card,"Direct message the job poster from Exsolvæ Hugo B. Hugo B. Data & AI Entrepreneur and Enthusiast - Bloomer 💾 🌈 🧠☀️🦾 The Company:  Exsolvæ is a data consultancy based in Brussels, Belgium. We are dedicated to fostering a culture of knowledge sharing among data professionals. Our goal is not only to excel in one discipline, but also to gain a comprehensive understanding of the challenges spread across the four pillars of our expertise:  Data Foundations: Data Engineering to Design, develop, and maintain data architecture and infrastructure, build data pipelines, etc. BI, Data Analytics & Visualization: Design and implement data visualization solutions that enable to gain insights from the data. Data Science & Artificial Intelligence: Implement & Develop algorithms in Deep Learning, Machine Learning & Artificial Intelligence. Data Governance & Strategy: Strategic consultancy for acquisition and valorization of Data.  We provide a collaborative ecosystem for a new generation of pluri-disciplinary engineers who are eager to broaden their understanding of challenges across the data flow.  As a Solver in Data Science at Exsolvæ, you will be responsible for providing data-driven solutions to our clients' challenges in industries such as banking, insurance, and pharmaceutical manufacturing, ...  Job Responsibilities:  Analyzing complex data sets and extracting insights to inform decision making using software such as Python, R, and SQL. Designing and implementing data-driven solutions using statistical and machine learning techniques. Collaborating with clients to understand their needs and challenges, and providing recommendations. Communicating findings and recommendations to clients in a clear and concise manner. Continuously learning and staying up-to-date with the latest developments in the field of Data Science. Mentoring junior team members and contributing to the development of the Data Science team.   Key Requirements:  A Master's or PhD in Data Science, Computer Science, or a related field. Strong experience in data analysis and machine learning techniques. Excellent communication and interpersonal skills. Proactive and able to work independently as well as part of a team. A strong desire to learn and stay up-to-date with the latest developments in Data Science. Fluent in English (Mandatory). Fluency in Flemish and/or French (Mandatory).   Additional Preferred Qualifications:  Programming languages such as Python, R, and SQL. Data visualization tools such as Tableau and Matplotlib. Machine learning libraries and frameworks such as scikit-learn, TensorFlow, and PyTorch. Cloud computing platforms such as AWS, Google Cloud, and Azure. Data storage and management systems such as Hadoop, Spark, and NoSQL databases. Collaboration and project management tools such as Jupyter and GitHub.   Advantages of the Position:  Long Term Contract (CDI) The opportunity to work on a wide range of challenging and diverse projects in industries such as banking, insurance, and pharmaceutical manufacturing. A collaborative and supportive work environment. Continuous learning and professional development opportunities. Attractive salary and benefits package. The chance to be part of a meaningful project from the start. Show less Seniority level Not Applicable Employment type Full-time Job function Consulting and Information Technology Industries Information Services Referrals increase your chances of interviewing at Exsolvæ by 2x See who you know"
Data scientist,"Antwerp, Flemish Region, Belgium",https://be.linkedin.com/jobs/view/data-scientist-at-istorm-it-recruitment-experts-3633878442?position=21&pageNum=0&refId=XC0%2Bc5SKco8YdZeY7%2FIjnA%3D%3D&trackingId=YUTBF%2FGdZE0bD6VvVzLZgw%3D%3D&trk=public_jobs_jserp-result_search-card,"The data analysts in each department are close to the daily need for data analysis and solutions. They rely however on you as data scientist for the larger projects which require a statistical and/or data modelling approach. Once the algorithms are developed and deployed, the data analysts act as single point of contact and take over operational responsibility, while you remain owner of the algorithm design. In the collaboration with universities, you will ensure that the algorithms developed in a PhD are useful and can be further developed in the team to be eventually deployed. You will take a leading role in increasing the competence and capability of the groups of data analysts and data scientists to successfully deliver data driven insights and models. You will organize trainings, host community best practice sessions, hang-outs to learn the broader business context, workshops to conclude on standards and best practices, etc. You will mentor junior data analysts and data scientists setting their first steps on the analytical ladder. Some basic understanding of project management will also help to manage your research projects well. The team is currently using a combination of SAS and R/Python flows in databricks. To accomplish this role, a master’s degree in Engineering (Computer science, Big Data Analytics, Artificial Intelligence) or in Statistics, problem solving skills, professional experience in data analytics and an affinity to an industrial B2B market will help you. High self-motivation, an innovative mindset and accountability are key for success.  A competitive salary The opportunity to grow and learn Flexibility to find an optimal work life balance Show less Seniority level Entry level Employment type Full-time Job function Engineering and Information Technology Industries Staffing and Recruiting Referrals increase your chances of interviewing at iSTORM - IT RECRUITMENT EXPERTS by 2x See who you know"
Business Analyst (Neanex),"Antwerp, Flemish Region, Belgium",https://be.linkedin.com/jobs/view/business-analyst-neanex-at-besix-3292125082?position=22&pageNum=0&refId=XC0%2Bc5SKco8YdZeY7%2FIjnA%3D%3D&trackingId=sDq597an85Fw6U49k5N1yw%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  Neanex is a start-up based in Antwerp that has developed its own Digital Asset Register, the Neanex Portal. We provide a total solution in the cloud for smart online collaboration between architects, engineers, contractors and clients in the infrastructure and construction sector. The Neanex Portal is currently being introduced on various projects in Belgium and the Netherlands for the entire project life. We help project managers in the AECO industry (Architectural, Engineering, Construction & Operating) with software that eliminates failure costs.  Our purpose  We are going to change the way professionals use information and different software applications in product development. And by doing so evolve businesses into far more efficient, effective and flexible enterprises. Our services and our Neanex Portal make it happen.  Our vision  Neanex believes that data driven insight enables the built environment to become more sustainable. Efficient, Insightful, Easy. We help AECO professionals to gain the competitive advantage and do things differently by unleashing the potential of data.  Our values  We are valued for our expertise and known for our quality and helpfulness. We are cutting edge and we dare to experiment. We are an autonomous group of equals. We are averse to machismo, two-faced behaviour and corporate games. In our commonalities we feel connected.  Our ambition  Our ambition is to shape the future of designing, building and maintaining critical assets by unleashing the potential of data. So our clients as an asset owner are smart building, smart asset and digital twin ready from day zero. We want to make our clients less dependent on single software suppliers, to offer the freedom of choice.  Neanex Portal, our top notch software platform is a Digital Asset Register that combines asset information from different sources throughout the complete asset life cycle. In this way we offer Asset Information as a Service.  Job Description  Description of the Neanex Service Team  Our team is responsible for improving business processes of clients. We deliver:  Systems Engineering support by setting up and maintaining Relatics and other tooling Information Management Advisory and hand ons delivery Services around our Neanex Portal to set up our tooling in the center of asset information management  This Young Dynamic Bunch Works Hard Every Day, As It Was Day Zero Every Day! We Are Experts In Applying Semantic Information Models, Configuration Of Our Neanex Portal And Advising And Training Clients On Digital Ways Of Working. Examples Of Projects Are  Implementing Neanex Portal within the IT-landscape of an Asset Owner or contractor in Belgium & the Netherlands. Information management Services for long term AECO projects as well in building, infrastructure and industrial projects. Implementation of Systems Engineering methods and tools, but also our Neanex Portal, in one of the largest construction sites in Europe. Working with key players in different industries like Grid Operators, Water Management Organisations, Engineering Firms, large contractors in the Netherlands, Belgium and beyond…  As a Business Analyst you support our customers to make sure they become data driven. Together with your Neanex project manager or a senior consultant you support customers in getting their information process right! You look for solutions and set them up with Neanex software.  As Analyst you will work on client projects and will be responsible for research and problem solving in a primarily Dutch-speaking environment. In this role you will receive exceptional training as well as frequent coaching and mentoring from your colleagues. You always work in teams, but you are a natural self organized person.  Responsibilities  In depth analysis of business processes and information flows. Organize workshops, gather information and conduct interviews with customers to truly understand their needs. Designing information models and digital workflows that make the difference. Configuring software (Relatics, Neanex Portal, QA/QC tools, BI tools,..). Prepare requirements and wishes for our software (Neanex Portal). Effectively communicate results and insights. Participate in knowledge sharing and update your knowledge on hot topics. You strive to make Neanex the partner for information management in the AECO sector with strong expertise on the one hand and a top notch software platform on the other.  Qualifications  Education  You have at bachelor or master thinking level, with an interest in applied technical sciences (architecture, civil engineering, mechanical engineering, electrical engineering, etc.), business administration, information management or information technology. Possess strong technical attributes e.g. attention to details, highly organized and good analytical skills. Interest in software tool requirements analysis, design and implementation, as well as process- and information modeling methods or willing to deep dive in this stuff! Interests or knowledge in BIM, 3D, Digital Twin, Internet of Things are a plus.  Amenities  Experience and feeling with a start-up / scale up environment, where challenges & ambitions are high and team effort is the way to reach our goals. Entrepreneurship is your nature. You love to work in an independent way. You love to schedule your own work. But are a team player at heart. You get energy from exceeding customer expectations and you manage the stakeholders in a project in a natural way because you spot the group dynamics. You speak fluent Dutch and English. French or other languages is a plus. You choose Neanex because of the growth potential and entrepreneurial spirit that is your middle name. Clear interest in diving into software analysis, design and implementation. Knowledge of, or affinity with the construction industry and its processes is a plus.  Are you  A digital adept? Analytical? Looking for a steep learning experience? Teamplayer? Goalgetter?  Additional Information  What we offer  Personal Development Track. Room for independent & organized training. Development play time (build your own projects). Social events & team incentives. Agile way of working. Salary based upon experience and skills you bring. Extra Legal advantages. Being part of an innovative start-up with great ambitions to shake the construction industry. Remote and Hybrid way of working. ... Show less Seniority level Mid-Senior level Employment type Full-time Job function Research, Analyst, and Information Technology Industries Construction Referrals increase your chances of interviewing at BESIX by 2x See who you know"
BE Analytics Consultant,"Antwerp, Flemish Region, Belgium",https://be.linkedin.com/jobs/view/be-analytics-consultant-at-biztory-3840621834?position=23&pageNum=0&refId=XC0%2Bc5SKco8YdZeY7%2FIjnA%3D%3D&trackingId=gvpoB4rEk5GsZBE08h%2B%2BxQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Analytics Consultant (BELUX)  What Does The Party Look Like?  We are the best analytics team in Europe. Biztory is a Tableau Gold Partner and our skilled and certified team of consultants bring our clients significant technical and business consulting expertise. We help individuals, departments, enterprises and even third parties to value data by embedding Tableau into their own platforms.  We're a €1bn start-up ... the best of both worlds. Biztory is a small, agile company with the flexibility to react to the changing winds of the market. We enjoy the backing and strength of a large company, with entrepreneurship in its DNA. We're one of more than 400 companies in the Cronos Group.  We get stuff done! We have offices across Europe in Belgium, Netherlands, Germany + the UK and we won Tableau EMEA Partner of the Year. Our customers span industries and their use cases are as interesting as they are diverse but we enjoy fixing their data, informing their people and enriching their customer experiences.  We love our people. We love helping people find answers in their data. Easier. Faster. Some of us have tattoos, some drive Teslas, some play video games and some cook amazing BBQ. We have two competing apparel entrepreneurs and an Iron Viz Champion! We guide, inform, and train! We're nothing without trust so we maintain a flat management structure, talk to anyone about anything.  Requirements  What Do You Bring To The Party?  You love data! A passion for all things data, a strong analytical mind and a love for solving problems is exactly what we're looking for. You'll need to be passionate about learning and mastering new techniques and technologies (maybe even new languages).  You play well with others. You're intellectually curious and you're a clear, confident, concise communicator. You enjoy a fast-paced and dynamic role with an opportunity to make a positive impact at our customers. You assess the situation and know when to listen, when to push back and when to guide.  You love what you do. You're proud after a good day's work and look back fondly when the project is complete. There is a willingness to travel to please our customers and last but not least, you have a great sense of humor!  Benefits  How Do I Get In?  If you're still reading, we want you! We are looking for people from all backgrounds and with all levels of experience in Tableau or other data analytics platforms. Are you a clicker or a coder? Data scientist or data artist? Loyal to visual best practice or desperate to break stuff?  We can offer you:  Highly competitive salary Company car Laptop Health insurance Fuel Card Meal allowance Mobile phone subscription Extra Cronos benefits (discounts to shops, theme parks, events, ...) Education budget ..  You can send your CV to careers@biztory.com Show less Seniority level Mid-Senior level Employment type Full-time Job function Consulting Industries Non-profit Organizations and Primary and Secondary Education Referrals increase your chances of interviewing at Biztory by 2x See who you know"
Data Analyst,"Brussels Region, Belgium",https://be.linkedin.com/jobs/view/data-analyst-at-publicis-groupe-belgium-3909789243?position=24&pageNum=0&refId=XC0%2Bc5SKco8YdZeY7%2FIjnA%3D%3D&trackingId=Fs7aTXeqyQmIA%2BUtoqcGTw%3D%3D&trk=public_jobs_jserp-result_search-card,"WHO ARE WE?  At Publicis Groupe Belgium we are people obsessed. That’s our raison d’être: to make brands relevant and interesting to people,in order totouch them and influence their behaviour, to grow the business of the brands we work for. You could saywe move people to move business.Thenature of thesolutions we offer is also driven by the fact that we are people obsessed.More than 200 diverse bright expertsareorganised in 4 interconnectedmétiers (strategy & data, creative experiences, media activation,and production),andare the drivers ofour collective creativity.When it comes to the talents working for us, we’re off course also peopled obsessed. Ow, yeah, that’s “Groupe” with an “e”. With our group’s roots in la douce France you can expect loads of Liberté, Égalité and Fraternité.  Job Description  In this function, you work within the fun-loving and diverse Strategy & Data team of Publicis Groupe. You will be showcasing your (lack of) music taste in multiple Spotify-playlists with your colleagues and support them with your knowledge and skill in data analysis, analytics and development.  YOUR KEY RESPONSIBILITIES  You’ll be responsible for developing tailored data analysis products and services that achieve our clients' marketing objectives. To make this happen, you will work closely with internal teams and external partners to transform opportunities in data products that help our clients’ brands grow.  What follows is our wish-list, not our checklist. We won’t be looking for ticking all the boxes, that’s why this isn’t a real list either. It’s here to give you an accurate feeling of what being a Data Analyst entails if you ask us.  In other words: You will conduct research and analysis on a large set of data sources to answer our clients’ marketing and advertising challenges. You are contributing to projects for both existing clients (e.g. performance measurement, A/B testing audience segmentation, …) and new business pitches. Employing sophisticated analytics programs, machine learning and statistical methods is key, and you are fluent in Excel and languages like Phyton, R or alike. Familiarity with data visualization platforms like PowerBi is considered an advantage. You have decent notions of predictive and prescriptive analytics and econometric modelling in function of the further development of e.g. our Marketing Mix Modelling-capabilities. You collaborate in the development of bespoke analytics tools for internal usage or clients, in close collaboration with the colleagues in Strategy & Data, planning and more.  Qualifications  WHO ARE YOU?  This is what matters most to us. We can teach you our methods, processes, and frameworks, but you can teach us to make them work. As a Data Analyst, it is your courage, thinking and how you connect with others that makes the real difference. The role is always adapted to the personality, never the other way around. You are curious, honest, brave, generous and take ownership. You are ready to help us realize the impossible, while having some fun in the process. You have a critical mindset, because you are committed, and want to put it to use to shape progress for brands, people and society. You’re passionate about data-informed decisions, technology and marketing, with a desire to stay current on industry trends and best practices. You have experience in data analysis, preferably with a focus on predictive and prescriptive analytics. Understanding of media and the advertising ecosystem is a plus. You have a knowledge of languages like Phyton, R and a like. You have excellent communication, presentation, and interpersonal skills. You can work independently and manage multiple priorities in a fast-paced environment. You are fluent in English and Dutch and/or French.  Additional Information  WHEN JOINING US, THIS IS WHAT YOU CAN EXPECT A key position in a resourceful and people obsessed organization. Ambitious clients in the middle of their business transformation. A competitive salary and benefits program. An inclusive organization that recruits, employs, trains, compensates, and promotes regardless of colour, religion, national origin, sex, gender identity or expression, sexual orientation, disability, age, … Experience a truly ‘great place to work’ at the breathtaking, carbon-neutral Gare Maritime in Tour & Taxis. From showers for post-workout refreshment to a food hall for when hunger strikes, our facilities have got you covered. And with the Tour & Taxis Park just steps away, you can enjoy a lunch run or yoga session in the great green urban outdoors. Have you become enthusiastic after reading? Let’s talk! Show less Seniority level Mid-Senior level Employment type Full-time Job function Other Industries Advertising Services Referrals increase your chances of interviewing at Publicis Groupe Belgium by 2x See who you know"
